canonical_key	extraction_layer	book	chapter_start	verse_start	chapter_end	verse_end	speaker	source_authority	authority_level	command_form	command_summary	theological_domain	social_domain	action_domain	ethical_intensity	command_status	related_key	derivation_confidence
jos_04_03_01	STRICT	Joshua	4	3	4	8	Twelve men	divine_authorized	2	imperative	Take twelve stones from Jordan	covenant	national	ritual_behavior	4	active	jos_04_02_01	100
jos_04_21_01	STRICT	Joshua	4	21	4	24	Joshua	divine_authorized	2	imperative	Teach children meaning of stones	ethics	family	communication	4	active	jos_04_03_01	100
jos_05_02_01	STRICT	Joshua	5	2	5	8	Joshua	divine_authorized	2	imperative	Circumcise new generation	worship	national	ritual_behavior	5	active		100
jos_05_10_01	STRICT	Joshua	5	10	5	10	Joshua	divine_authorized	2	imperative	Keep Passover in the land	worship	national	ritual_behavior	4	active		100
jos_05_15_01	STRICT	Joshua	5	15	5	15	Captain of LORD	host_divine	1	imperative	Remove sandals; place is holy	worship	individual	ritual_behavior	5	active		100
jos_06_03_01	STRICT	Joshua	6	3	6	4	God	divine	1	imperative	March around Jericho	narrative	national	warfare	5	active		100
jos_06_04_01	STRICT	Joshua	6	4	6	5	God	divine	1	imperative	Priests blow trumpets	narrative	priesthood	warfare	5	active	jos_06_03_01	100
jos_06_05_01	STRICT	Joshua	6	5	6	5	God	divine	1	imperative	Shout when trumpet sounds	narrative	national	warfare	5	active	jos_06_04_01	100
jos_06_18_01	STRICT	Joshua	6	18	6	19	Joshua	divine_authorized	2	prohibition	Do not take accursed spoil	covenant	national	judicial	5	active		100
jos_08_03_01	STRICT	Joshua	8	3	8	8	Joshua	divine_authorized	2	imperative	Ambush Ai	covenant	national	warfare	5	active		100
jos_08_30_01	STRICT	Joshua	8	30	8	32	Joshua	divine_authorized	2	imperative	Build altar and write law	covenant	national	construction	5	active		100
jos_08_34_01	STRICT	Joshua	8	34	8	35	Joshua	divine_authorized	2	imperative	Read blessings and curses	covenant	national	communication	5	active	jos_08_30_01	100
jos_09_23_01	STRICT	Joshua	9	23	9	23	Joshua	divine_authorized	2	declarative	Gibeonites become servants	covenant	national	judicial	5	active		100
jos_10_08_01	STRICT	Joshua	10	8	10	8	God	divine	1	imperative	Fear not; victory given	covenant	national	communication	4	active		100
jos_10_12_01	STRICT	Joshua	10	12	10	12	Joshua	divine_authorized	2	imperative	Sun stand still	covenant	national	communication	5	active		100
jos_11_23_01	STRICT	Joshua	11	23	11	23	God	divine	1	imperative	Divide land for inheritance	covenant	national	governance	4	active		100
jos_13_01_01	STRICT	Joshua	13	1	13	7	God	divine	1	imperative	Divide remaining land	covenant	national	governance	4	active		100
jos_13_06_01	STRICT	Joshua	13	6	13	6	God	divine	1	imperative	Drive out remaining inhabitants	covenant	national	warfare	5	active		100
jos_14_12_01	STRICT	Joshua	14	12	14	12	Caleb	human	4	imperative	Give me this mountain	covenant	individual	migration	4	active		100
jos_20_01_01	STRICT	Joshua	20	1	20	9	God	divine	1	imperative	Appoint cities of refuge	covenant	national	judicial	5	active		100
jos_21_01_01	STRICT	Joshua	21	1	21	8	Joshua	divine_authorized	2	imperative	Give Levites cities	covenant	priesthood	governance	4	active		100
jos_22_01_01	STRICT	Joshua	22	1	22	6	Joshua	divine_authorized	2	imperative	Return with riches; keep law	covenant	national	governance	4	active		100
jos_24_14_01	STRICT	Joshua	24	14	24	15	Joshua	divine_authorized	2	imperative	Choose whom you will serve	covenant	individual	moral_behavior	5	active		100
jos_24_23_01	STRICT	Joshua	24	23	24	23	Joshua	divine_authorized	2	imperative	Put away foreign gods	covenant	family	ritual_behavior	5	active	jos_24_14_01	100
jud_02_02_01	STRICT	Judges	2	2	2	3	God	divine	1	imperative	Do not make covenant with inhabitants of the land	judgment	national	moral_behavior	5	active		100
jud_02_02_02	STRICT	Judges	2	2	2	3	God	divine	1	imperative	Break down their altars	judgment	national	ritual_behavior	5	active	jud_02_02_01	100
jud_02_02_03	STRICT	Judges	2	2	2	3	God	divine	1	prohibition	Do not obey their gods	ethics	national	moral_behavior	5	active	jud_02_02_01	100
jud_02_07_01	STRICT	Judges	2	7	2	7	Narration	divine	1	imperative	Keep covenant and obey commands	ethics	national	moral_behavior	4	active		95
jud_03_06_01	STRICT	Judges	3	6	3	6	Narration	divine	1	prohibition	Do not intermarry with pagan nations	ethics	family	moral_behavior	4	active		100
jud_03_09_01	STRICT	Judges	3	9	3	9	God	divine	1	imperative	Cry out to the LORD for deliverance	judgment	individual	moral_behavior	4	active		100
jud_04_06_01	STRICT	Judges	4	6	4	6	Deborah	prophetic	4	imperative	Go and deploy troops on Mount Tabor	prophecy	individual	warfare	4	active		98
jud_04_14_01	STRICT	Judges	4	14	4	14	Deborah	prophetic	4	imperative	Go forward; the LORD has delivered Sisera into your hand	prophecy	individual	warfare	4	active	jud_04_06_01	98
jud_06_14_01	STRICT	Judges	6	14	6	14	God	divine	1	imperative	Go in this thy might and save Israel	judgment	national	warfare	5	active		100
jud_06_25_01	STRICT	Judges	6	25	6	26	God	divine	1	imperative	Tear down the altar of Baal	judgment	national	ritual_behavior	5	active	jud_06_14_01	100
jud_06_26_01	STRICT	Judges	6	26	6	26	God	divine	1	imperative	Build an altar to the LORD in its place	worship	national	construction	5	active	jud_06_25_01	100
jud_07_02_01	STRICT	Judges	7	2	7	2	God	divine	1	imperative	Reduce the army so Israel does not boast	providence	national	warfare	5	active		100
jud_07_07_01	STRICT	Judges	7	7	7	7	God	divine	1	imperative	Use the 300 men I select for deliverance	providence	national	warfare	5	active	jud_07_02_01	100
jud_07_09_01	STRICT	Judges	7	9	7	9	God	divine	1	imperative	Arise and go down to the camp	providence	national	migration	5	active	jud_07_07_01	100
jud_07_16_01	STRICT	Judges	7	16	7	16	God	divine	1	imperative	Blow trumpets and break pitchers	providence	national	communication	4	active	jud_07_09_01	98
jud_10_16_01	STRICT	Judges	10	16	10	16	God	divine	1	imperative	Put away foreign gods and serve the LORD	worship	national	ritual_behavior	5	active		100
jud_11_30_01	STRICT	Judges	11	30	11	30	Jephthah	human	4	conditional	Make a vow for victory	wisdom	individual	moral_behavior	4	active		100
jud_11_31_01	STRICT	Judges	11	31	11	31	Jephthah	human	4	declarative	Dedicate whatever comes from my house first to the LORD	worship	family	ritual_behavior	5	active	jud_11_30_01	100
jud_13_04_01	STRICT	Judges	13	4	13	4	Angel	divine	2	prohibition	Do not drink wine or strong drink	worship	individual	moral_behavior	5	active		100
jud_13_05_01	STRICT	Judges	13	5	13	5	God	divine	1	imperative	No razor shall come upon his head	worship	individual	ritual_behavior	5	active	jud_13_04_01	100
jud_13_05_02	STRICT	Judges	13	5	13	5	God	divine	1	imperative	He shall begin to deliver Israel from the Philistines	judgment	national	warfare	5	active	jud_13_05_01	100
jud_14_04_01	STRICT	Judges	14	4	14	4	Narration	divine	1	imperative	For this was from the LORD seeking occasion against Philistines	providence	national	communication	4	active		85
jud_17_06_01	STRICT	Judges	17	6	17	6	Narration	divine	1	prohibition	There was no king; every man did what was right in his own eyes	ethics	national	moral_behavior	5	active		100
jud_18_05_01	STRICT	Judges	18	5	18	6	Narration	divine	1	imperative	Ask counsel of God before acting	prophecy	individual	moral_behavior	4	active		90
jud_20_13_01	STRICT	Judges	20	13	20	13	Israelite_leaders	communal	3	imperative	Deliver up the men of Gibeah for judgment	judgment	national	judicial	5	active		100
jud_20_28_01	STRICT	Judges	20	28	20	28	God	divine	1	imperative	Go up against Benjamin again	judgment	national	warfare	5	active	jud_20_13_01	95
jud_21_07_01	STRICT	Judges	21	7	21	7	Israelite_leaders	communal	3	imperative	Provide wives for Benjamin remnant	judgment	national	moral_behavior	4	active		100
jud_21_17_01	STRICT	Judges	21	17	21	17	Israelite_leaders	communal	3	imperative	Do not let a tribe be destroyed	judgment	national	warfare	4	active	jud_21_07_01	100
rut_01_08_01	STRICT	Ruth	1	8	1	9	Naomi	human	4	imperative	Return to your mother's house and your people	wisdom	family	migration	3	active		100
rut_01_11_01	STRICT	Ruth	1	11	1	13	Naomi	human	4	imperative	Return to your people in Moab	wisdom	family	migration	3	active	rut_01_08_01	100
rut_01_15_01	STRICT	Ruth	1	15	1	15	Naomi	human	4	imperative	Go back after your sister-in-law	wisdom	family	migration	3	active	rut_01_11_01	100
rut_01_16_01	STRICT	Ruth	1	16	1	16	Ruth	human	4	imperative	I will go where you go	covenant	family	moral_behavior	5	active		100
rut_01_16_02	STRICT	Ruth	1	16	1	16	Ruth	human	4	imperative	Your people shall be my people	covenant	family	moral_behavior	5	active	rut_01_16_01	100
rut_01_16_03	STRICT	Ruth	1	16	1	16	Ruth	human	4	imperative	Your God shall be my God	covenant	family	communication	5	active	rut_01_16_02	100
rut_01_17_01	STRICT	Ruth	1	17	1	17	Ruth	human	4	imperative	Where you die I will die	covenant	family	moral_behavior	5	active	rut_01_16_03	100
rut_01_17_02	STRICT	Ruth	1	17	1	17	Ruth	human	4	imperative	The LORD deal with me if I leave you	covenant	family	moral_behavior	5	active	rut_01_17_01	100
rut_02_08_01	STRICT	Ruth	2	8	2	9	Boaz	human	4	imperative	Do not glean in another field	providence	family	economic_behavior	4	active		100
rut_02_08_02	STRICT	Ruth	2	8	2	9	Boaz	human	4	imperative	Stay here with my maidens	providence	family	moral_behavior	4	active	rut_02_08_01	100
rut_02_09_01	STRICT	Ruth	2	9	2	9	Boaz	human	4	imperative	Drink from vessels drawn for you	providence	family	moral_behavior	4	active	rut_02_08_02	100
rut_02_15_01	STRICT	Ruth	2	15	2	15	Boaz	human	4	imperative	Let her glean even among the sheaves	providence	family	economic_behavior	4	active		100
rut_02_15_02	STRICT	Ruth	2	15	2	15	Boaz	human	4	imperative	Do not reproach her	ethics	family	moral_behavior	4	active	rut_02_15_01	100
rut_02_21_01	STRICT	Ruth	2	21	2	21	Naomi	human	4	imperative	Stay close to Boaz’ servants	providence	family	moral_behavior	3	active		100
rut_03_03_01	STRICT	Ruth	3	3	3	3	Naomi	human	4	imperative	Wash yourself and anoint yourself	wisdom	family	moral_behavior	4	active		100
rut_03_03_02	STRICT	Ruth	3	3	3	3	Naomi	human	4	imperative	Go down to the threshing floor	wisdom	family	migration	4	active	rut_03_03_01	100
rut_03_03_03	STRICT	Ruth	3	3	3	3	Naomi	human	4	imperative	Do not make yourself known until he finishes eating	wisdom	family	communication	4	active	rut_03_03_02	100
rut_03_04_01	STRICT	Ruth	3	4	3	4	Naomi	human	4	imperative	Observe where he lies	wisdom	family	moral_behavior	4	active		100
rut_03_04_02	STRICT	Ruth	3	4	3	4	Naomi	human	4	imperative	Uncover his feet and lie down	providence	family	moral_behavior	5	active	rut_03_04_01	100
rut_03_05_01	STRICT	Ruth	3	5	3	5	Naomi	human	4	imperative	Do whatever he tells you	wisdom	family	moral_behavior	4	active	rut_03_04_02	100
rut_03_09_01	STRICT	Ruth	3	9	3	9	Ruth	human	4	imperative	Spread your covering over me	covenant	family	moral_behavior	5	active		100
rut_03_13_01	STRICT	Ruth	3	13	3	13	Boaz	human	4	imperative	I will redeem you if possible	covenant	family	economic_behavior	5	active	rut_03_09_01	100
rut_03_18_01	STRICT	Ruth	3	18	3	18	Naomi	human	4	imperative	Sit still until the matter is settled	wisdom	family	moral_behavior	3	active		100
rut_04_04_01	STRICT	Ruth	4	4	4	4	Boaz	human	4	imperative	Redeem the land if you will	law	family	economic_behavior	5	active		100
rut_04_06_01	STRICT	Ruth	4	6	4	6	Boaz	human	4	imperative	I will redeem it if you decline	law	family	economic_behavior	5	active	rut_04_04_01	100
rut_04_11_01	STRICT	Ruth	4	11	4	12	elders	communal	3	declarative	We are witnesses of the transaction	law	national	judicial	5	active		100
rut_04_13_01	STRICT	Ruth	4	13	4	13	narration	divine	1	declarative	Boaz took Ruth as wife	narrative	family	communication	4	active		100
sam_01_01_17_01	STRICT	1 Samuel	1	17	1	17	Eli	human	4	imperative	Go in peace and may God grant your petition	worship	individual	communication	3	active		100
sam_01_03_09_01	STRICT	1 Samuel	3	9	3	9	Eli	human	4	imperative	If he calls again, say “Speak LORD, for your servant hears”	worship	individual	communication	3	active		100
sam_01_08_09_01	STRICT	1 Samuel	8	9	8	9	God	divine	1	imperative	Listen to the voice of the people in appointing a king	covenant	national	governance	4	active		100
sam_01_10_01_01	STRICT	1 Samuel	10	1	10	1	Samuel	prophetic	2	imperative	The LORD has anointed you to be king	covenant	national	governance	5	active		100
sam_01_10_07_01	STRICT	1 Samuel	10	7	10	7	Samuel	prophetic	2	imperative	Do what your hand finds to do	providence	individual	moral_behavior	4	active		100
sam_01_10_08_01	STRICT	1 Samuel	10	8	10	8	Samuel	prophetic	2	imperative	Go down before me to Gilgal and wait	covenant	national	migration	4	active		100
sam_01_12_14_01	STRICT	1 Samuel	12	14	12	14	Samuel	prophetic	2	imperative	Fear the LORD and serve Him	covenant	national	moral_behavior	5	active		100
sam_01_12_15_01	STRICT	1 Samuel	12	15	12	15	Samuel	prophetic	2	imperative	If you do not obey, the hand of the LORD will be against you	covenant	national	moral_behavior	5	active	sam_01_12_14_01	100
sam_01_13_13_01	STRICT	1 Samuel	13	13	13	13	Samuel	prophetic	2	imperative	You have not kept the command of the LORD	judgment	national	communication	5	active		100
sam_01_15_03_01	STRICT	1 Samuel	15	3	15	3	God	divine	1	imperative	Go and utterly destroy Amalek	judgment	national	warfare	5	active		100
sam_01_15_09_01	STRICT	1 Samuel	15	9	15	9	Saul	human	3	declarative	Saul spared what God commanded to destroy	judgment	national	moral_behavior	5	active	sam_01_15_03_01	100
sam_01_15_22_01	STRICT	1 Samuel	15	22	15	22	Samuel	prophetic	2	imperative	To obey is better than sacrifice	ethics	individual	moral_behavior	5	active		100
sam_01_16_01_01	STRICT	1 Samuel	16	1	16	1	God	divine	1	imperative	Go to Bethlehem and anoint a new king	covenant	national	governance	5	active		100
sam_01_16_12_01	STRICT	1 Samuel	16	12	16	12	God	divine	1	imperative	Arise, anoint him; this is he	covenant	individual	governance	5	active	sam_01_16_01_01	100
sam_01_17_37_01	STRICT	1 Samuel	17	37	17	37	David	human	4	declarative	The LORD will deliver me from the Philistine	wisdom	individual	moral_behavior	4	active		100
sam_01_18_17_01	STRICT	1 Samuel	18	17	18	17	Saul	human	3	imperative	Go and fight the LORD’s battles	ethics	national	warfare	4	active		100
sam_01_24_06_01	STRICT	1 Samuel	24	6	24	6	David	human	3	prohibition	I will not stretch my hand against the LORD’s anointed	ethics	individual	moral_behavior	5	active		100
sam_01_28_19_01	STRICT	1 Samuel	28	19	28	19	Samuel	prophetic	2	declarative	The LORD will deliver Israel into Philistine hand	judgment	national	warfare	5	active		100
sam_01_30_08_01	STRICT	1 Samuel	30	8	30	8	God	divine	1	imperative	Pursue, for you shall surely recover	providence	individual	migration	4	active		100
sam_02_02_01_01	STRICT	2 Samuel	2	1	2	1	God	divine	1	imperative	Go up to Hebron	covenant	individual	migration	4	active		100
sam_02_02_07_01	STRICT	2 Samuel	2	7	2	7	David	human	3	imperative	Be strong and courageous	wisdom	national	moral_behavior	4	active		100
sam_02_05_02_01	STRICT	2 Samuel	5	2	5	2	Israelites	communal	3	declarative	The LORD said you will shepherd Israel	prophecy	national	governance	5	active		100
sam_02_05_19_01	STRICT	2 Samuel	5	19	5	19	God	divine	1	imperative	Go up for I will deliver the Philistines into your hand	providence	national	warfare	5	active		100
sam_02_06_13_01	STRICT	2 Samuel	6	13	6	13	David	human	3	imperative	Bring up the ark of God	worship	national	ritual_behavior	5	active		100
sam_02_07_05_01	STRICT	2 Samuel	7	5	7	5	God	divine	1	conditional	Shall you build me a house?	covenant	national	construction	4	active		100
sam_02_07_13_01	STRICT	2 Samuel	7	13	7	13	God	divine	1	declarative	I will establish your kingdom forever	covenant	national	governance	5	active		100
sam_02_11_15_01	STRICT	2 Samuel	11	15	11	15	David	human	3	imperative	Place Uriah in the front line to be struck down	ethics	individual	warfare	5	active		100
sam_02_12_07_01	STRICT	2 Samuel	12	7	12	7	Nathan	prophetic	2	imperative	You are the man	judgment	individual	judicial	5	active		100
sam_02_12_10_01	STRICT	2 Samuel	12	10	12	10	God	divine	1	declarative	Sword shall not depart from your house	judgment	family	judicial	5	active		100
jos_05_10_01	STRICT	Joshua	5	10	5	10	Joshua	divine_authorized	2	imperative	Keep Passover in the land	covenant	national	ritual_behavior	4	active		100
jos_05_15_01	STRICT	Joshua	5	15	5	15	Captain of LORD	host_divine	1	imperative	Remove sandals; place is holy	covenant	individual	ritual_behavior	5	active		100
jos_06_03_01	STRICT	Joshua	6	3	6	4	God	divine	1	imperative	March around Jericho	covenant	national	warfare	5	active		100
jos_06_04_01	STRICT	Joshua	6	4	6	5	God	divine	1	imperative	Priests blow trumpets	covenant	priesthood	ritual_behavior	5	active	jos_06_03_01	100
jos_06_05_01	STRICT	Joshua	6	5	6	5	God	divine	1	imperative	Shout when trumpet sounds	covenant	national	communication	5	active	jos_06_04_01	100
sam_02_24_18_01	STRICT	2 Samuel	24	18	24	18	God	divine	1	imperative	Build an altar to the LORD	worship	national	ritual_behavior	5	active		100
1ki_02_02_01	STRICT	1 Kings	2	2	2	2	David	human	4	imperative	Be strong and show yourself a man	covenant	family	governance	4	active		100
1ki_02_03_01	STRICT	1 Kings	2	3	2	3	David	human	4	imperative	Keep the charge of the LORD your God	covenant	individual	moral_behavior	5	active		100
1ki_03_05_01	STRICT	1 Kings	3	5	3	5	God	divine	1	imperative	Ask what I shall give you	covenant	individual	communication	4	active		100
1ki_06_12_01	STRICT	1 Kings	6	12	6	13	God	divine	1	conditional	If you walk in My statutes I will dwell among you	covenant	national	moral_behavior	5	active		100
1ki_08_61_01	THEMATIC	1 Kings	8	61	8	61	Solomon	human	4	imperative	Let your heart be wholly devoted to the LORD	covenant	national	judicial	5	active		95
1ki_09_04_01	STRICT	1 Kings	9	4	9	4	God	divine	1	conditional	If you walk before Me in integrity	covenant	national	moral_behavior	5	active	1ki_06_12_01	100
1ki_11_11_01	STRICT	1 Kings	11	11	11	11	God	divine	1	declarative	I will tear the kingdom from you	covenant	national	judicial	5	active		100
1ki_17_03_01	STRICT	1 Kings	17	3	17	3	God	divine	1	imperative	Hide yourself by the brook Cherith	covenant	individual	migration	4	active		100
1ki_17_09_01	STRICT	1 Kings	17	9	17	9	God	divine	1	imperative	Arise, go to Zarephath	covenant	individual	migration	4	active		100
1ki_18_01_01	STRICT	1 Kings	18	1	18	1	God	divine	1	imperative	Go show yourself to Ahab	covenant	national	governance	5	active		100
1ki_18_31_01	STRICT	1 Kings	18	31	18	31	Elijah	human	4	imperative	Repair the altar of the LORD	covenant	national	construction	5	active		100
1ki_19_15_01	STRICT	1 Kings	19	15	19	15	God	divine	1	imperative	Anoint Hazael, Jehu, and Elisha	covenant	national	governance	5	active		100
1ki_21_19_01	THEMATIC	1 Kings	21	19	21	19	Elijah	prophetic	2	declarative	Thus says the LORD against Ahab	covenant	national	judicial	5	active		95
2ki_02_20_01	STRICT	2 Kings	2	20	2	20	Elisha	prophetic	2	imperative	Bring me a new bowl and salt	covenant	individual	ritual_behavior	4	active		100
2ki_02_21_01	STRICT	2 Kings	2	21	2	21	Elisha	prophetic	2	imperative	Throw salt into the spring	covenant	national	ritual_behavior	4	active	2ki_02_20_01	100
2ki_04_03_01	STRICT	2 Kings	4	3	4	3	Elisha	prophetic	2	imperative	Borrow empty vessels	covenant	family	ritual_behavior	4	active		100
2ki_04_04_01	STRICT	2 Kings	4	4	4	4	Elisha	prophetic	2	imperative	Shut the door upon you and your sons	covenant	family	governance	4	active	2ki_04_03_01	100
2ki_05_10_01	STRICT	2 Kings	5	10	5	10	Elisha	prophetic	2	imperative	Wash in Jordan seven times	covenant	individual	ritual_behavior	5	active		100
2ki_05_13_01	STRICT	2 Kings	5	13	5	13	Elisha	prophetic	2	imperative	Wash and be clean	covenant	individual	ritual_behavior	5	active	2ki_05_10_01	100
2ki_06_06_01	STRICT	2 Kings	6	6	6	6	Elisha	prophetic	2	imperative	Cut down a stick and cast it in	covenant	individual	ritual_behavior	4	active		100
2ki_11_12_01	STRICT	2 Kings	11	12	11	12	Jehoiada	priest	2	imperative	Crown the king and give him the testimony	covenant	national	governance	5	active		100
2ki_17_13_01	THEMATIC	2 Kings	17	13	17	13	God	divine	1	imperative	Turn from evil ways and keep commandments	covenant	national	moral_behavior	5	active		100
2ki_18_04_01	STRICT	2 Kings	18	4	18	4	Hezekiah	king	3	imperative	Break the bronze serpent	covenant	national	ritual_behavior	5	active		100
2ki_18_06_01	STRICT	2 Kings	18	6	18	6	Hezekiah	king	3	imperative	Cling to the LORD and keep His commandments	covenant	national	moral_behavior	5	active		100
2ki_22_11_01	STRICT	2 Kings	22	11	22	11	Josiah	king	3	imperative	Tear your clothes upon hearing the law	covenant	national	moral_behavior	5	active		100
2ki_23_04_01	STRICT	2 Kings	23	4	23	4	Josiah	king	3	imperative	Burn vessels made for Baal	covenant	national	ritual_behavior	5	active		100
2ki_23_21_01	STRICT	2 Kings	23	21	23	21	Josiah	king	3	imperative	Keep the Passover to the LORD	covenant	national	ritual_behavior	5	active		100
1ch_16_08_01	STRICT	1 Chronicles	16	8	16	8	David	human	4	imperative	Give thanks to the LORD and call upon His name	covenant	national	moral_behavior	5	active		100
1ch_16_11_01	STRICT	1 Chronicles	16	11	16	11	David	human	4	imperative	Seek the LORD and His strength	covenant	individual	moral_behavior	5	active		100
1ch_16_29_01	THEMATIC	1 Chronicles	16	29	16	29	David	human	4	imperative	Bring an offering and worship the LORD	covenant	national	moral_behavior	5	active		100
1ch_21_08_01	STRICT	1 Chronicles	21	8	21	8	David	human	4	imperative	Take away my iniquity	covenant	individual	moral_behavior	5	active		100
1ch_21_18_01	STRICT	1 Chronicles	21	18	21	18	God	divine	1	imperative	Build an altar to the LORD	covenant	national	construction	5	active		100
1ch_22_11_01	STRICT	1 Chronicles	22	11	22	11	David	human	4	imperative	Be strong and build the house of the LORD	covenant	national	construction	5	active		100
1ch_22_13_01	STRICT	1 Chronicles	22	13	22	13	David	human	4	imperative	Keep the law of the LORD diligently	covenant	national	moral_behavior	5	active		100
1ch_28_09_01	STRICT	1 Chronicles	28	9	28	9	David	human	4	imperative	Know the God of your father and serve Him	covenant	individual	judicial	5	active		100
1ch_28_20_01	STRICT	1 Chronicles	28	20	28	20	David	human	4	imperative	Be strong and do the work	covenant	national	governance	4	active		100
1ch_29_09_01	THEMATIC	1 Chronicles	29	9	29	9	Israelites	human	4	declarative	The people rejoiced and gave willingly	covenant	national	moral_behavior	4	active		75
2ch_01_10_01	STRICT	2 Chronicles	1	10	1	10	Solomon	human	4	imperative	Give me wisdom and knowledge	wisdom	individual	communication	5	active		100
2ch_02_05_01	STRICT	2 Chronicles	2	5	2	5	Solomon	human	4	imperative	The house to be built must be great	covenant	national	construction	5	active		100
2ch_06_14_01	STRICT	2 Chronicles	6	14	6	14	Solomon	human	4	declarative	Walk before You with a perfect heart	covenant	individual	moral_behavior	5	active		100
2ch_07_14_01	STRICT	2 Chronicles	7	14	7	14	God	divine	1	conditional	If My people humble themselves and pray	covenant	national	moral_behavior	5	active		100
2ch_12_06_01	THEMATIC	2 Chronicles	12	6	12	6	Leaders	human	4	declarative	The LORD is righteous	judgment	national	judicial	5	active		95
2ch_15_02_01	STRICT	2 Chronicles	15	2	15	2	Azariah	prophetic	2	imperative	The LORD is with you while you are with Him	covenant	national	communication	5	active		100
2ch_15_12_01	STRICT	2 Chronicles	15	12	15	12	Israelites	human	4	declarative	They entered covenant to seek the LORD	covenant	national	moral_behavior	5	active		100
2ch_19_09_01	STRICT	2 Chronicles	19	9	19	9	Jehoshaphat	king	3	imperative	Act in the fear of the LORD faithfully	covenant	national	moral_behavior	5	active		100
2ch_20_17_01	STRICT	2 Chronicles	20	17	20	17	God	divine	1	imperative	Do not fear, stand still and see salvation	covenant	national	communication	5	active		100
2ch_20_20_01	STRICT	2 Chronicles	20	20	20	20	Jehoshaphat	king	3	imperative	Believe in the LORD and you will be established	covenant	national	moral_behavior	5	active		100
2ch_24_20_01	STRICT	2 Chronicles	24	20	24	20	Prophet	prophetic	2	imperative	Why do you transgress the commandments?	covenant	national	communication	5	active		100
2ch_26_05_01	STRICT	2 Chronicles	26	5	26	5	Uzziah	king	3	declarative	He sought God and God made him prosper	covenant	national	communication	4	active		95
2ch_29_05_01	STRICT	2 Chronicles	29	5	29	5	Hezekiah	king	3	imperative	Consecrate yourselves and consecrate the house	covenant	national	ritual_behavior	5	active		100
2ch_30_08_01	STRICT	2 Chronicles	30	8	30	8	Hezekiah	king	3	imperative	Yield yourselves to the LORD and enter His sanctuary	covenant	national	ritual_behavior	5	active		100
2ch_34_21_01	STRICT	2 Chronicles	34	21	34	21	Josiah	king	3	imperative	Go inquire of the LORD for me	covenant	national	communication	5	active		100
2ch_34_31_01	STRICT	2 Chronicles	34	31	34	31	Josiah	king	3	declarative	To walk after the LORD and keep His commandments	covenant	national	moral_behavior	5	active		100
ezr_01_02_01	THEMATIC	Ezra	1	2	1	2	Cyrus	king	3	declarative	Let the house of the LORD be rebuilt	covenant	national	construction	5	active		100
ezr_01_03_01	STRICT	Ezra	1	3	1	3	Cyrus	king	3	imperative	Go up and build the house of the LORD	covenant	national	construction	5	active	ezr_01_02_01	100
ezr_01_04_01	THEMATIC	Ezra	1	4	1	4	Cyrus	king	3	imperative	Support the returning exiles with goods	covenant	national	economic_behavior	4	active		100
ezr_02_01_01	THEMATIC	Ezra	2	1	2	1	Narrator	divine	3	declarative	These are the people who returned	narrative	national	communication	3	active		95
ezr_03_02_01	STRICT	Ezra	3	2	3	2	Jeshua & Zerubbabel	leaders	3	imperative	Build the altar of the God of Israel	covenant	priesthood	governance	5	active		100
ezr_03_03_01	STRICT	Ezra	3	3	3	3	Israelites	national	4	declarative	They set the altar in its place	covenant	priesthood	communication	4	active	ezr_03_02_01	100
ezr_03_04_01	STRICT	Ezra	3	4	3	4	Israelites	national	4	imperative	Offer burnt offerings daily	covenant	priesthood	ritual_behavior	5	active	ezr_03_02_01	100
ezr_04_03_01	STRICT	Ezra	4	3	4	3	Zerubbabel & leaders	leaders	3	prohibition	You have no part in building the house	covenant	national	construction	5	active		100
ezr_04_23_01	THEMATIC	Ezra	4	23	4	23	King’s officials	government	3	imperative	Force the rebuilding to stop	covenant	national	governance	5	active		100
ezr_06_07_01	STRICT	Ezra	6	7	6	7	Darius	king	3	prohibition	Let the work of this house of God alone	covenant	national	construction	5	active		100
ezr_06_08_01	STRICT	Ezra	6	8	6	9	Darius	king	3	imperative	Provide resources for rebuilding	covenant	national	economic_behavior	5	active	ezr_06_07_01	100
ezr_06_12_01	STRICT	Ezra	6	12	6	12	Darius	king	3	imperative	Let it be done with diligence	covenant	national	governance	4	active		100
ezr_07_10_01	STRICT	Ezra	7	10	7	10	Ezra	scribe	4	imperative	Set your heart to study the law	wisdom	individual	moral_behavior	5	active		100
ezr_07_11_01	STRICT	Ezra	7	11	7	11	Artaxerxes	king	3	declarative	You are sent to inquire about Judah	covenant	national	governance	4	active		100
ezr_07_23_01	STRICT	Ezra	7	23	7	23	Artaxerxes	king	3	imperative	Do everything commanded for the temple	covenant	national	governance	5	active		100
ezr_09_03_01	STRICT	Ezra	9	3	9	3	Ezra	scribe	4	declarative	I tore my garment in grief	covenant	individual	moral_behavior	5	active		100
ezr_09_06_01	THEMATIC	Ezra	9	6	9	6	Ezra	scribe	4	declarative	Our sins are higher than our heads	covenant	national	moral_behavior	5	active		100
ezr_10_04_01	STRICT	Ezra	10	4	10	4	Shemiah	leader	3	imperative	Arise, for the matter belongs to you	covenant	national	governance	5	active		100
ezr_10_11_01	STRICT	Ezra	10	11	10	11	Ezra	scribe	4	imperative	Separate yourselves from foreign wives	covenant	national	moral_behavior	5	active		100
